sample,fastq_1,fastq_2
SRR12823954,"latch://27234.account/SRP308810_Data (Nunez, 2021)/SRR13823954/WGBS_CLTA_NT_Rep1_Part1_R1.fastq.gz","latch://27234.account/SRP308810_Data (Nunez, 2021)/SRR13823954/WGBS_CLTA_NT_Rep1_Part1_R2.fastq.gz"
